事件标题,时间,城市,链接,罪种,置信度
Passageira de avião esvaziado antes da decolagem para inspeção da Polícia Federal relata apreensão: 'Todo mundo inquieto',2026-06-18T18:07:28+00:00,DF / Brasília,https://g1.globo.com/sp/sorocaba-jundiai/noticia/2026/06/18/passageira-de-aviao-esvaziado-antes-da-decolagem-para-inspecao-da-policia-federal-relata-apreensao.ghtml,policia,95
Operação da prefeitura remove carros em situação de abandono em Volta Redonda,2026-06-18T18:06:39+00:00,RJ / Volta Redonda / Três Poços,https://g1.globo.com/rj/sul-do-rio-costa-verde/noticia/2026/06/18/operacao-da-prefeitura-remove-carros-em-situacao-de-abandono-em-volta-redonda.ghtml,policia,85
Homem é condenado a 20 anos de prisão por tentar matar ex-companheira em Vitória do Mearim,2026-06-18T18:04:58+00:00,MA / Vitória do Mearim / Povoado São Benedito,https://g1.globo.com/ma/maranhao/noticia/2026/06/18/homem-e-condenado-a-20-anos-por-matar-ex-companheira-a-tiros-em-vitoria-do-mearim.ghtml,homicidio,95
Prisão de suspeito desarticula quadrilha que invadia e roubava casas  no Amapá,2026-06-18T18:00:39+00:00,AP / Macapá / Congós,https://g1.globo.com/ap/amapa/noticia/2026/06/18/prisao-de-suspeito-desarticula-quadrilha-que-invadia-e-roubava-casas-no-amapa.ghtml,policia,90
"Após decisão da justiça, Polícia Civil vistoria imóvel para futura Deam em Petrópolis",2026-06-18T17:57:57+00:00,RJ / Petrópolis,https://g1.globo.com/rj/regiao-serrana/noticia/2026/06/18/apos-decisao-da-justica-policia-civil-vistoria-imovel-para-futura-deam-em-petropolis.ghtml,policia,100
Mulher é levada à delegacia após quebrar móveis e ameaçar incendiar hospital em Governador Valadares,2026-06-18T17:57:36+00:00,MG / Governador Valadares,https://g1.globo.com/mg/vales-mg/noticia/2026/06/18/mulher-e-levada-a-delegacia-apos-quebrar-moveis-e-ameacar-incendiar-hospital-em-governador-valadares.ghtml,violencia,90
"Leilão do Detran-RN tem motos com lance inicial de R$ 800 e carros a partir de R$ 3,2 mil",2026-06-18T17:43:21+00:00,RN / Natal,https://g1.globo.com/rn/rio-grande-do-norte/noticia/2026/06/18/leilao-do-detran-rn-tem-motos-com-lance-inicial-de-r-800-e-carros-a-partir-de-r-32-mil.ghtml,veiculo,95
Operação prende seis suspeitos de estelionato em Campos e no Rio; prejuízo a empresário do Paraná chega a R$ 550 mil,2026-06-18T17:43:07+00:00,RJ / Campos dos Goytacazes,https://g1.globo.com/rj/norte-fluminense/noticia/2026/06/18/operacao-prende-seis-suspeitos-de-estelionato-em-campos-e-no-rio-prejuizo-a-empresario-do-parana-chega-a-r-550-mil.ghtml,policia,95
Amigos e professores fazem homenagem ao pesquisador indígena Mairu Karajá: 'Líder que inspirava muitos',2026-06-18T17:29:26+00:00,TO / Palmas,https://g1.globo.com/to/tocantins/noticia/2026/06/18/amigos-e-professores-fazem-homenagem-ao-pesquisador-indigena-mairu-karaja-lider-que-inspirava-muitos.ghtml,homicidio,90
Polícia apreende remédios irregulares e celulares contrabandeados em duas ocorrências no interior de SP,2026-06-18T17:28:49+00:00,SP / Assis,https://g1.globo.com/sp/bauru-marilia/noticia/2026/06/18/policia-apreende-remedios-irregulares-e-celulares-contrabandeados-em-duas-ocorrencias-no-interior-de-sp.ghtml,policia,95
Petrópolis e Teresópolis lideram aumento no consumo de energia no inverno,2026-06-18T17:24:46+00:00,RJ / Petrópolis,https://g1.globo.com/rj/regiao-serrana/noticia/2026/06/18/petropolis-e-teresopolis-lideram-aumento-no-consumo-de-energia-no-inverno.ghtml,outros,100
Trabalhador é procurado após cair em silo de soja no interior do RS,2026-06-18T17:20:38+00:00,RS / Tapera,https://g1.globo.com/rs/rio-grande-do-sul/noticia/2026/06/18/trabalhador-e-procurado-apos-cair-em-silo-de-soja-no-interior-do-rs.ghtml,outros,100
Homem é preso por matar a facadas filhote de pitbull do vizinho em kitinet de Dourados,2026-06-18T17:15:38+00:00,MS / Dourados / Jardim Carisma,https://g1.globo.com/ms/mato-grosso-do-sul/noticia/2026/06/18/homem-e-preso-em-flagrante-por-matar-pitbull-de-vizinho-em-kitnet-em-dourados.ghtml,outros,95
Suspeito é preso com drogas e armas durante operação em Bequimão,2026-06-18T17:05:47+00:00,MA / Bequimão,https://g1.globo.com/ma/maranhao/noticia/2026/06/18/suspeito-e-preso-com-drogas-e-armas-durante-operacao-em-bequimao.ghtml,trafico,90
Dupla é presa por suspeita de tráfico de drogas em Paraty,2026-06-18T17:02:15+00:00,RJ / Paraty / Patitiba,https://g1.globo.com/rj/sul-do-rio-costa-verde/noticia/2026/06/18/dupla-e-presa-por-suspeita-de-trafico-de-drogas-em-paraty.ghtml,trafico,100
Tentativa de assalto termina com tiro dentro de comércio em Italva,2026-06-18T17:00:44+00:00,RJ / Italva,https://g1.globo.com/rj/norte-fluminense/noticia/2026/06/18/tentativa-de-assalto-termina-com-tiro-dentro-de-comercio-em-italva.ghtml,roubo,95
"Suspeito de planejar sequestro na Zona Leste de SP já se relacionou com mãe da criança, diz polícia",2026-06-18T16:56:45+00:00,SP / São Paulo / Guaianases,https://g1.globo.com/sp/sao-paulo/noticia/2026/06/18/suspeito-de-planejar-sequestro-na-zona-leste-de-sp-ja-se-relacionou-com-mae-da-crianca-diz-policia.ghtml,sequestro,95
Suspeito de matar homem que foi encontrado boiando em açude é preso no PI; vítima estava com ferimentos na cabeça,2026-06-18T16:55:43+00:00,PI / Teresina,https://g1.globo.com/pi/piaui/noticia/2026/06/18/suspeito-de-matar-homem-preso.ghtml,homicidio,95
"Brasileiro é preso suspeito de participar de mega-assalto a bancos no Paraguai; polícia apreende armas, coletes e munições",2026-06-18T16:51:49+00:00,PR / Curitiba,https://g1.globo.com/pr/oeste-sudoeste/noticia/2026/06/18/brasileiro-e-preso-suspeito-de-participar-de-mega-assalto-no-paraguai.ghtml,roubo,95
"SW4, Compass e Hillux: 60 automóveis são apreendidos em operação contra o CV que prendeu 28 pessoas",2026-06-18T16:32:42+00:00,CE / Sobral,https://g1.globo.com/ce/ceara/noticia/2026/06/18/sw4-compass-e-hillux-60-automoveis-sao-apreendidos-em-operacao-contra-o-cv-que-prendeu-28-pessoas.ghtml,policia,95
Polícia prende trio e recupera R$ 500 mil em joias de vítima de golpe do falso sequestro em Natal,2026-06-18T16:26:08+00:00,RN / Natal,https://g1.globo.com/rn/rio-grande-do-norte/noticia/2026/06/18/policia-joias-falso-sequestro-natal.ghtml,fraude,95
Interceptação de avião com mais de 600 quilos de cocaína leva polícia a prender suspeito no interior de SP,2026-06-18T16:24:42+00:00,SP / Jales,https://g1.globo.com/sp/sao-jose-do-rio-preto-aracatuba/noticia/2026/06/18/interceptacao-de-aviao-com-mais-de-600-quilos-de-cocaina-leva-policia-a-prender-suspeito-no-interior-de-sp.ghtml,trafico,95
"Menina que foi encontrada morta no dia do aniversário teve desidratação, diz polícia",2026-06-18T16:20:10+00:00,GO / Goiânia,https://g1.globo.com/go/goias/noticia/2026/06/18/menina-que-foi-encontrada-morta-no-dia-do-aniversario-teve-desidratacao-diz-policia.ghtml,homicidio,95
"Animador infantil morre atropelado após cair de 'carretinha' em Paragominas, no Pará",2026-06-18T16:10:51+00:00,PA / Paragominas,https://g1.globo.com/pa/para/noticia/2026/06/18/animador-infantil-morre-atropelado-apos-cair-de-carretinha-em-paragominas-no-para.ghtml,veiculo,95
Homem é preso no Paraná suspeito de manter namorada em cárcere privado por nove dias,2026-06-18T16:09:51+00:00,PR / Curitiba,https://g1.globo.com/pr/oeste-sudoeste/noticia/2026/06/18/homem-e-preso-no-parana-suspeito-de-manter-namorada-em-carcere-privado.ghtml,sequestro,95
Campos dos Goytacazes (RJ): Suspeito é preso após sequestro em shopping - Diário do Estado,2026-06-18T16:08:30+00:00,RJ / Campos dos Goytacazes,https://news.google.com/rss/articles/CBMiowFBVV95cUxPV3NjalFNS2xCbHZsdi1OeUhNb2JDd2FPOEdOLWJrQ0t6Sm5FQ1NCT2J4TmdkUnVud20yMWxNZDlwQ185Z1hsQ3d3bm12RE02OXlaRVdiZ1VuZVBWSHlGYS1TM1J2eWZVNnhoVGNwNDY2TEpYdkR0d0RKTVRRcFNhR084SUJmbC01ZDhLZDVmZTI4cjlIcUNsUE50bTlJN2hTR3Mw?oc=5,sequestro,100
Polícia Federal investiga empresa de dedetização que movimentou mais de R$ 2 milhões em contratos com prefeituras,2026-06-18T15:57:53+00:00,PE / Recife,https://g1.globo.com/pe/pernambuco/noticia/2026/06/18/policia-federal-investiga-empresa-de-dedetizacao-que-movimentou-mais-de-r-2-milhoes-em-contratos-com-prefeituras.ghtml,fraude,90
"Garis protestam em Ananindeua, no PA, por atraso de salários e direitos trabalhistas",2026-06-18T15:46:00+00:00,PA / Belém,https://g1.globo.com/pa/para/noticia/2026/06/18/garis-protestam-em-ananindeua-no-pa-por-atraso-de-salarios-e-direitos-trabalhistas.ghtml,outros,85
Homem tem braço amputado após acidente com maquinário no DF,2026-06-18T15:39:50+00:00,DF / Brasília,https://g1.globo.com/df/distrito-federal/noticia/2026/06/18/homem-tem-braco-amputado-apos-acidente-com-maquinario-no-df.ghtml,outros,100
Empresário suspeito de se passar por policial penal e aplicar 'estelionato do amor' é preso após denúncia da ex,2026-06-18T15:39:26+00:00,ES / Vitória,https://g1.globo.com/es/espirito-santo/noticia/2026/06/18/empresario-suspeito-de-se-passar-por-policial-penal-e-aplicar-estelionato-do-amor-e-preso-apos-denuncia-da-ex.ghtml,fraude,100
Operação apreende R$ 500 mil em produtos falsificados em lojas de João Pessoa,2026-06-18T15:39:01+00:00,PB / João Pessoa,https://g1.globo.com/pb/paraiba/noticia/2026/06/18/operacao-apreende-r-500-mil-em-produtos-falsificados-em-lojas-de-joao-pessoa.ghtml,fraude,95
Justiça aceita denúncia contra advogado preso por atropelar e matar pedestre em MT,2026-06-18T15:34:02+00:00,MT / Cuiabá,https://g1.globo.com/mt/mato-grosso/noticia/2026/06/18/justica-aceita-denuncia-contra-advogado-preso-por-atropelar-e-matar-pedestre-em-mt.ghtml,homicidio,95
"Preso suspeito de tentar matar homem na Feira Permanente do Cruzeiro, no DF",2026-06-18T15:32:35+00:00,DF / Brasília,https://g1.globo.com/df/distrito-federal/noticia/2026/06/18/preso-suspeito-de-tentar-matar-homem-na-feira-permanente-do-cruzeiro-no-df.ghtml,homicidio,95
Mais de mil cápsulas de cocaína são apreendidas em Porto Real,2026-06-18T15:20:57+00:00,RJ / Volta Redonda,https://g1.globo.com/rj/sul-do-rio-costa-verde/noticia/2026/06/18/mais-de-mil-capsulas-de-cocaina-sao-apreendidas-em-porto-real.ghtml,trafico,95
"Dossiês, quebra de sigilo e 'blitz encomendada': veja como funcionava a 'agência' de espionagem de empresário Alan Cavalcante em BH",2026-06-18T15:17:12+00:00,MG / Belo Horizonte,https://g1.globo.com/mg/minas-gerais/noticia/2026/06/18/dossies-quebra-de-sigilo-e-blitz-encomendada-veja-como-funcionava-a-agencia-de-espionagem-de-empresario-alan-cavalcante-em-bh.ghtml,fraude,90
"'Supermaconha', cocaína e crack são apreendidos em casas abandonadas durante operação da PM em Timóteo",2026-06-18T15:15:26+00:00,MG / Governador Valadares,https://g1.globo.com/mg/vales-mg/noticia/2026/06/18/supermaconha-cocaina-e-crack-sao-apreendidos-em-casas-abandonadas-durante-operacao-da-pm-em-timoteo.ghtml,policia,95
Agente da Polícia Civil da Paraíba é preso em operação contra corrupção em delegacia,2026-06-18T15:13:55+00:00,PB / João Pessoa,https://g1.globo.com/pb/paraiba/noticia/2026/06/18/agente-da-policia-civil-da-paraiba-e-preso-em-operacao-contra-corrupcao-em-delegacia.ghtml,policia,95
CORREÇÃO: prisão por homicídio em Itatiba,2026-06-18T15:09:21+00:00,SP / Sorocaba,https://g1.globo.com/sp/sorocaba-jundiai/noticia/2026/06/18/correcao-prisao-por-homicidio-em-itatiba.ghtml,homicidio,100
Edital com recursos do Fundo Amazônia recebe inscrições de viveiros e redes de sementes do PA,2026-06-18T15:09:05+00:00,PA / Belém,https://g1.globo.com/pa/para/noticia/2026/06/18/edital-com-recursos-do-fundo-amazonia-recebe-inscricoes-de-viveiros-e-redes-de-sementes-do-pa.ghtml,outros,100
"Operação mira grupo que usava funcionários de telefonia para desbloquear celulares roubados em Ribeirão Preto, SP",2026-06-18T15:08:29+00:00,SP / Ribeirão Preto,https://g1.globo.com/sp/ribeirao-preto-franca/noticia/2026/06/18/operacao-mira-grupo-que-usava-funcionarios-de-telefonia-para-desbloquear-celulares-roubados-em-ribeirao-preto-sp.ghtml,policia,95
Policial rodoviário federal é preso no Paraná após ser flagrado dirigindo carro com registro de roubo e chassi adulterado,2026-06-18T15:05:03+00:00,PR / Curitiba,https://g1.globo.com/pr/norte-noroeste/noticia/2026/06/18/prf-preso-londrina.ghtml,policia,95
Policial rodoviário federal é preso no Paraná após ser flagrado dirigindo carro com registro de roubo e chassi adulterado - G1,2026-06-18T15:05:03+00:00,PR / Londrina,https://news.google.com/rss/articles/CBMiigFBVV95cUxNSFZZc21tb2hpbzR0bFkwS1BFcTgxdWJGTktmTkZXRldHS3RhcE9uOEV5c21zRDMtalZ3YzQ1bE5rV3d6cGRZWFRtWlNuWGUwRUU2SGVxbFZVR3ZyUnExNUN5WlQ5MHZ0dzBuYzhaN3lxalZLTHUtVmpJaTJGMGRlMjFhUGxXUkFLT1HSAZgBQVVfeXFMT3dEZXVPcFZwWGFPOG1DRlNxT0p6S1BZUmF2dGFwWmNTZGNxdThwbXJOSjZEM2FULS1YREJ2SWJfU2hCVkpXa1ZNVHMwT3l3TVdRaFlZTHpPOWNjQm9JQW5xX2RHRmg5UHN0NzY4X1p0MDYtaDhXT0VJSWFPVzhPeG1Yek12YlVFMWZEVGFLNHVXcEtPa0hWNHA?oc=5,veiculo,95
Homem é preso por roubo e extorsão após manter vítima amarrada em carro em Campos,2026-06-18T15:02:16+00:00,RJ / Campos dos Goytacazes,https://g1.globo.com/rj/norte-fluminense/noticia/2026/06/18/homem-e-preso-por-roubo-e-extorsao-apos-manter-vitima-amarrada-em-carro-em-campos.ghtml,sequestro,85
Homem é preso por roubo e extorsão após manter vítima amarrada em carro em Campos - G1,2026-06-18T15:02:16+00:00,RJ / Campos dos Goytacazes,https://news.google.com/rss/articles/CBMi4AFBVV95cUxQbzVVdzBEdEdBMFdIT2s0clY0MndnUHVEY1M5Q3hQSmZxMm42QUJ1Y0plWDVfSHNNTDltaURjZTNrUFpxWUpnYkYwaFcwcE9hOThxLXdQTWFickRXQWRiTDlfVGdSb2cxMWRjaUlrZmtCUl9BT09LeWxSc0U5alJ2QjQ2TGxxd1puaXJHRFV1T3NDTzdXakQwckh6WE8yc3VGdmg2Qm9DMVJjSjVWeUdQeFhNdnBtSjJQeHBhLU14MkZJR1Q5RGREbXhPVnFvT3pOMHJnNGxNUUFBQ29veEU1S9IB7wFBVV95cUxPMWNNcGxKUktQNzdGLXN2eHJCUUFSNnVxREVfNWNwYWNSNUx0QU1wOEtXaFZaUlNqS0hLYnp3b2RVNDVhNXdwRlA4M2wyYzNtSkoxRlBkUFlzbUQxRGtFWGxWZ0NOcnVrbmhDTTNaMlBISWV2Mkltb0RLdDAxREM0X21EeHBoRGlfRlpnZEVHV2ZhMzYxZDZ1N1BYVkw5TU5OcTR3bUZISVBNa05JVXVsNEwzTFdDV2hEeUp1UFlrNWhQeEd2cGU4NEgyZEh1STN0d1ROUHR1T0VZTDFqNUZnR2hRblRTVHNFX0dRdVFmVQ?oc=5,roubo,95
Mais de 70 câmeras de monitoramento usadas por facções na Grande João Pessoa são apreendidas,2026-06-18T14:58:01+00:00,PB / João Pessoa,https://g1.globo.com/pb/paraiba/noticia/2026/06/18/mais-de-70-cameras-de-monitoramento-usadas-por-faccoes-na-grande-joao-pessoa-sao-apreendidas.ghtml,policia,95
"PM encontra armas, drogas, munições, radiocomunicadores e monocular noturno em mochila abandonada na BR-401",2026-06-18T14:56:37+00:00,RR / Boa Vista,https://g1.globo.com/rr/roraima/noticia/2026/06/18/pm-encontra-armas-drogas-municoes-radiocomunicadores-e-monocular-noturno-em-mochila-abandonada-na-br-401.ghtml,policia,95
Deolane Bezerra e Marcola viram réus por organização criminosa e lavagem de dinheiro do PCC em SP,2026-06-18T14:52:03+00:00,SP / São Paulo,https://g1.globo.com/sp/sao-paulo/noticia/2026/06/18/justica-aceita-denuncia-e-torna-deolane-bezerra-marcola-e-seus-parentes-reus-por-organizacao-criminosa-e-lavagem-de-dinheiro-do-pcc-em-sp.ghtml,faccao,95
Adolescente de 14 anos é morto a tiros em praça de Vitória,2026-06-18T14:50:13+00:00,ES / Vitória,https://g1.globo.com/es/espirito-santo/noticia/2026/06/18/adolescente-de-14-anos-e-morto-a-tiros-em-praca-de-vitoria.ghtml,homicidio,100
"MPRJ aponta que, assim como CV, TCP ‘também se entranhou nas vísceras da Casa Legislativa’",2026-06-18T14:46:02+00:00,RJ / Rio de Janeiro,https://g1.globo.com/rj/rio-de-janeiro/noticia/2026/06/18/investigacao-ministerio-publico.ghtml,faccao,95
Gritos e pedidos por socorro revelam crime brutal em Joinville - NSC Total,2026-06-18T14:41:00+00:00,SC / Joinville,https://news.google.com/rss/articles/CBMioAFBVV95cUxNZXk0RTZkV0JhMFZndWQtWkx6RURxNF9NdGhiWTZIN1Z6WVJUOE1KeDlLMlRpc0pISDlzSmhDN3U4YUdSSHNmMW94OF9RZjdhcjRhRkNUbzVBRjRUNGNfQ2xIcG04TzczM1hpYmhqTnpRc3RLV2t5MzJSd2Fia1RiSjY1eVhEYUJtYlBMcHJZRnVPNzNsVnpVcF95YURfTjdp?oc=5,violencia,80
Mais de 30 suspeitos de tráfico e homicídio são presos durante operação em 19 municípios do ES,2026-06-18T14:40:39+00:00,ES / Vitória,https://g1.globo.com/es/espirito-santo/sul-es/noticia/2026/06/18/suspeitos-de-trafico-e-homicidio-sao-presos-durante-operacao-em-19-municipios-do-es.ghtml,policia,95
VÍDEO: Bombeiros deixam vítima de acidente cair no chão em Porto Velho,2026-06-18T14:39:14+00:00,RO / Porto Velho,https://g1.globo.com/ro/rondonia/noticia/2026/06/18/video-bombeiros-deixam-vitima-de-acidente-cair-no-chao-em-porto-velho.ghtml,veiculo,85
"Fuzil que pode ter sido usado em atentado contra vereador é apreendido em Mossoró, diz polícia",2026-06-18T14:38:39+00:00,RN / Natal,https://g1.globo.com/rn/rio-grande-do-norte/noticia/2026/06/18/fuzil-apreendido-caso-vereador-mossoro-policia.ghtml,policia,85
Cachorro baleado por PM em BH recebe alta após cirurgia,2026-06-18T14:37:00+00:00,MG / Belo Horizonte,https://g1.globo.com/mg/minas-gerais/noticia/2026/06/18/cachorro-baleado-por-pm-em-bh-recebe-alta-apos-cirurgia.ghtml,policia,90
"Vídeo mostra que menina encontrada morta no dia do aniversário tinha o costume de andar pela fazenda, diz delegado",2026-06-18T14:36:05+00:00,GO / Goiânia,https://g1.globo.com/go/goias/noticia/2026/06/18/video-mostra-que-menina-encontrada-morta-no-dia-do-aniversario-tinha-o-costume-de-andar-pela-fazenda-diz-delegado.ghtml,homicidio,100
Cadela 'Fúria' ajuda PM a encontrar arma e drogas escondidas em carro e homem é preso em Boa Vista,2026-06-18T14:32:11+00:00,RR / Boa Vista,https://g1.globo.com/rr/roraima/noticia/2026/06/18/cadela-furia-ajuda-pm-a-encontrar-arma-e-drogas-escondidas-em-carro-e-homem-e-preso-em-boa-vista.ghtml,policia,95
Entenda como rede de supermercados da Bahia se tornou produto de crédito consignado ligado ao Banco Master,2026-06-18T14:32:03+00:00,BA / Salvador,https://g1.globo.com/ba/bahia/noticia/2026/06/18/entenda-ligacao-de-rede-de-mercados-da-bahia-com-banco-master.ghtml,fraude,85
"PF cancela porte de arma de GCMs de Ribeirão Pires, na Grande SP",2026-06-18T14:30:41+00:00,SP / Ribeirão Pires,https://g1.globo.com/sp/sao-paulo/noticia/2026/06/18/pf-cancela-porte-de-arma-de-gcms-de-ribeirao-pires-na-grande-sp-corporacao-e-investigada-pelo-mp-por-suspeita-de-formacao-de-milicia.ghtml,policia,95
Jornalista Baptista Chagas de Almeida morre aos 62 anos em BH,2026-06-18T14:30:37+00:00,MG / Belo Horizonte,https://g1.globo.com/mg/minas-gerais/noticia/2026/06/18/morre-aos-62-anos-o-jornalista-baptista-chagas-de-almeida.ghtml,outros,95
Pintor morre após sofrer descarga elétrica enquanto trabalhava no interior da Bahia,2026-06-18T14:28:40+00:00,BA / Salvador,https://g1.globo.com/ba/feira-de-santana-regiao/noticia/2026/06/18/morte-descarga-eletrica-bahia.ghtml,outros,95
Flávio propõe presídios no modelo de El Salvador e redução da maioridade como medidas contra o crime - Estadão,2026-06-18T14:27:17+00:00,BA / Salvador,https://news.google.com/rss/articles/CBMi0wFBVV95cUxNaGRUZ19JYmJ3SU9tb0NnekVkamFZb1llSkJiQ1d1MUpja2N4R0haTEVtbkhjaWNGa0J5X1ZUN3N4RjFHSkpFZjhYc2tSTWhfQzNqTmMtaGwzSDU1QklFZVRMQWhuRDNvaEFaXzBSQWFuaFRfTUJvSU9NaWNERk81TWF2aXgwZTJTTFE4WGlGM2NKRjJiYnhlczIxVmFiUUhXNVhDNGZkdHFfQ29RQVBTZG41SnZTOGQ3WjRDX2tFM3c5Qks2eF9oYTd6bFU1blJ0a08w0gHYAUFVX3lxTE5CT3Z0eFR1bk9LOG5LNVhLVTNmR1hReGpVa1pfc1hZdTlIM3YyM21iS2VjT25VbVZKT29jNXUxNkZOTHFRMW8zUW9IN2wySXpUcmJ4TjI4cjV0RUVkYnpSY21MSmsyNDhESG03MVA0NWIwUkxRUWxNdVhvNTZVU1ZzQWpkOGdWMVUtbmtreEViTFM5a1p1bldoRFRobUtjck85cXRZNlNQOFdPd0lWeG9URzdYd2o2cHMwTm5WeXg5d3ZZaFIwREQzemNqUlI5LTZmZlZZNWgwbw?oc=5,outros,95
"Obra-prima da música clássica mundial, Carmina Burana será apresentada no Teatro Amazonas",2026-06-18T14:23:36+00:00,AM / Manaus,https://g1.globo.com/am/amazonas/role-amazonas/noticia/2026/06/18/obra-prima-da-musica-classica-mundial-carmina-burana-sera-apresentada-no-teatro-amazonas.ghtml,outros,100
Motorista de aplicativo sofre tentativa de latrocínio em Blumenau; criminosos roubam Honda Civic e seguem foragidos - Farol Blumenau,2026-06-18T14:23:36+00:00,SC / Blumenau,https://news.google.com/rss/articles/CBMingFBVV95cUxNT3pud1NzS3VMSGxKVjVsUGNCZGloQnRmcUJWN1ljQzZrdzhpb3ZJN0xqdGlYNzVzUi0yN0Q4TjhZWEdwTmM2djFYcXZ3TEpPd3h6bFBfakx3NF9PTU40N0xOdlJ5UHJ2TnFzTmJmQzhqQzJYUG1UMENfemlKMEhva0tDNURZZlRqNzQ0TlpBS2w4Vnk1cDUtU1E5VklRQQ?oc=5,roubo,95
Motopel transforma o sonho da moto própria em realidade para milhares de baianos,2026-06-18T14:19:09+00:00,BA / Salvador,https://g1.globo.com/ba/bahia/especial-publicitario/motopel/noticia/2026/06/18/motopel-transforma-o-sonho-da-moto-propria-em-realidade-para-milhares-de-baianos.ghtml,outros,80
Caminhonete capota e para a cerca de 10 metros da pista após mulher perder o controle da direção,2026-06-18T14:09:17+00:00,MG / Governador Valadares,https://g1.globo.com/mg/grande-minas/noticia/2026/06/18/caminhonete-capota-e-para-a-cerca-de-10-metros-da-pista-apos-mulher-perder-o-controle-da-direcao.ghtml,outros,95
